sale_id,sale_date,product_id,store_id,customer_id,units_sold,unit_price,discount,cost_per_unit,total_sales,profit,region,channel,category,subcategory,product_name
50401,2024-11-28,202,7,10368,2,1471.65,0.06,755.7,2766.7,1255.3,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50402,2024-01-17,102,2,10506,1,1453.65,0.29,954.98,1032.09,77.11,UK,Retail,Laptops,Gaming,Predator X15
50403,2024-02-17,301,6,10604,1,480.98,0.18,274.03,394.4,120.37,Europe,Retail,Tablets,Android Tablet,TabMaster 11
50404,2024-07-26,403,7,10232,1,134.59,0.07,45.93,125.17,79.24,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50405,2024-07-13,401,4,10674,1,32.6,0.06,7.95,30.64,22.69,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50406,2024-07-12,301,4,10075,2,533.54,0.09,262.19,971.04,446.66,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50407,2024-10-09,402,8,10322,1,58.4,0.03,17.95,56.65,38.7,Europe,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50408,2024-08-31,103,8,10281,1,960.62,0.1,648.09,864.56,216.47,Europe,Partner Store,Laptops,Business,ThinkPro 13
50409,2024-01-29,202,8,10230,1,1221.49,0.13,768.73,1062.7,293.97,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50410,2024-11-22,102,3,10094,1,1465.93,0.04,986.24,1407.29,421.05,UK,Retail,Laptops,Gaming,Predator X15
50411,2024-01-05,401,8,10240,1,31.64,0.11,8.25,28.16,19.91,Europe,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50412,2024-12-25,103,3,10644,1,1009.2,0.01,605.97,999.11,393.14,UK,Retail,Laptops,Business,ThinkPro 13
50413,2024-03-28,401,3,10646,1,29.65,0.25,8.21,22.24,14.03,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50414,2024-02-12,301,8,10606,2,462.54,0.2,265.43,740.06,209.2,Europe,Partner Store,Tablets,Android Tablet,TabMaster 11
50415,2024-09-12,402,6,10671,5,59.55,0.06,19.41,279.88,182.83,Europe,Retail,Accessories,Tablet Accessories,TabCover Pro
50416,2024-08-10,101,8,10391,1,1180.48,0.09,722.45,1074.24,351.79,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50417,2024-11-26,403,2,10441,1,128.18,0.08,45.96,117.93,71.97,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50418,2024-06-18,302,6,10205,1,559.02,0.02,334.23,547.84,213.61,Europe,Retail,Tablets,iPad,iPad Air 5
50419,2024-10-16,301,4,10477,2,488.13,0.16,269.84,820.06,280.38,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50420,2024-02-18,202,1,10480,1,1349.42,0.12,715.67,1187.49,471.82,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50421,2024-09-27,402,4,10015,1,61.75,0.21,18.32,48.78,30.46,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50422,2024-01-22,401,8,10533,1,32.86,0.08,8.02,30.23,22.21,Europe,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50423,2024-04-27,201,5,10542,2,1098.28,0.06,670.59,2064.77,723.59,Asia,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50424,2024-04-18,401,2,10184,1,32.9,0.22,8.01,25.66,17.65,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50425,2024-12-20,202,5,10516,1,1280.58,0.17,792.19,1062.88,270.69,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50426,2024-10-17,401,4,10162,1,30.29,0.15,7.92,25.75,17.83,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50427,2024-08-31,102,4,10250,2,1519.39,0.09,956.52,2765.29,852.25,USA,Wholesale,Laptops,Gaming,Predator X15
50428,2024-05-18,202,4,10238,1,1346.82,0.05,752.5,1279.48,526.98,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50429,2024-01-24,201,1,10674,1,1185.53,0.02,667.76,1161.82,494.06,Europe,Online,Smartphones,Android,Galaxy S24 Ultra
50430,2024-02-08,103,8,10658,1,1035.95,0.04,636.87,994.51,357.64,Europe,Partner Store,Laptops,Business,ThinkPro 13
50431,2024-12-16,402,5,10270,1,56.39,0.16,17.16,47.37,30.21,Asia,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50432,2024-05-23,301,4,10208,1,505.54,0.25,256.75,379.16,122.41,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50433,2024-10-05,103,8,10086,1,948.99,0.17,623.88,787.66,163.78,Europe,Partner Store,Laptops,Business,ThinkPro 13
50434,2024-10-15,402,8,10690,4,61.38,0.02,17.83,240.61,169.29,Europe,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50435,2024-12-02,101,2,10251,1,1295.57,0.18,732.76,1062.37,329.61,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50436,2024-01-17,403,6,10496,2,135.23,0.16,43.46,227.19,140.27,Europe,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50437,2024-04-01,202,6,10593,1,1282.56,0.14,752,1103,351,Europe,Retail,Smartphones,iOS,iPhone 15 Pro
50438,2024-06-10,403,6,10303,1,120.31,0.04,46.58,115.5,68.92,Europe,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50439,2024-01-09,401,6,10594,1,24.6,0.13,8.06,21.4,13.34,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50440,2024-04-16,101,5,10524,1,1301.59,0.02,754.43,1275.56,521.13,Asia,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50441,2024-10-27,401,5,10459,2,26.96,0.03,8.05,52.3,36.2,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50442,2024-03-14,302,3,10243,1,571.88,0.04,321.29,549,227.71,UK,Retail,Tablets,iPad,iPad Air 5
50443,2024-12-30,102,3,10349,1,1427.27,0.17,999.8,1184.63,184.83,UK,Retail,Laptops,Gaming,Predator X15
50444,2024-07-22,401,8,10407,1,28.23,0.01,8.04,27.95,19.91,Europe,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50445,2024-02-09,201,7,10633,1,1192.22,0.09,702.87,1084.92,382.05,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50446,2024-06-02,102,2,10137,1,1662.39,0.09,937.85,1512.77,574.92,UK,Retail,Laptops,Gaming,Predator X15
50447,2024-03-24,103,4,10541,1,930.24,0.2,594.19,744.19,150,USA,Wholesale,Laptops,Business,ThinkPro 13
50448,2024-10-15,401,4,10612,1,30.75,0.06,7.79,28.9,21.11,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50449,2024-05-03,202,8,10402,1,1363.27,0.07,730.21,1267.84,537.63,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50450,2024-10-17,102,6,10490,1,1528.54,0.09,929.41,1390.97,461.56,Europe,Retail,Laptops,Gaming,Predator X15
50451,2024-07-18,102,3,10121,1,1476.72,0.17,960.15,1225.68,265.53,UK,Retail,Laptops,Gaming,Predator X15
50452,2024-12-12,201,4,10023,1,1166.23,0.06,664.78,1096.26,431.48,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50453,2024-10-03,401,7,10674,1,28.24,0.06,8.11,26.55,18.44,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50454,2024-06-18,403,4,10453,2,132.84,0.21,43.79,209.89,122.31,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50455,2024-07-15,301,3,10187,1,493.3,0.29,262.53,350.24,87.71,UK,Retail,Tablets,Android Tablet,TabMaster 11
50456,2024-03-12,102,3,10458,1,1523.46,0.18,951.75,1249.24,297.49,UK,Retail,Laptops,Gaming,Predator X15
50457,2024-12-18,301,1,10494,1,521.77,0.15,273.19,443.5,170.31,Europe,Online,Tablets,Android Tablet,TabMaster 11
50458,2024-02-10,301,1,10452,1,496.39,0.13,259.36,431.86,172.5,Europe,Online,Tablets,Android Tablet,TabMaster 11
50459,2024-09-13,202,3,10344,2,1290.58,0.25,735.68,1935.87,464.51,UK,Retail,Smartphones,iOS,iPhone 15 Pro
50460,2024-06-26,302,6,10330,1,544.79,0.05,302.93,517.55,214.62,Europe,Retail,Tablets,iPad,iPad Air 5
50461,2024-01-28,103,3,10520,1,977.49,0.25,594.3,733.12,138.82,UK,Retail,Laptops,Business,ThinkPro 13
50462,2024-02-20,402,1,10376,1,65.09,0.11,18.46,57.93,39.47,Europe,Online,Accessories,Tablet Accessories,TabCover Pro
50463,2024-08-11,403,1,10231,1,119.79,0.19,42.96,97.03,54.07,Europe,Online,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50464,2024-04-28,102,3,10402,1,1517.19,0.29,946.33,1077.2,130.87,UK,Retail,Laptops,Gaming,Predator X15
50465,2024-02-08,102,5,10466,1,1467.86,0.01,973.75,1453.18,479.43,Asia,Partner Store,Laptops,Gaming,Predator X15
50466,2024-06-23,201,2,10145,2,1330.64,0.24,669.22,2022.57,684.13,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50467,2024-11-05,102,6,10569,1,1496.87,0.04,932.19,1437,504.81,Europe,Retail,Laptops,Gaming,Predator X15
50468,2024-11-10,101,1,10682,1,1147.11,0.02,705.2,1124.17,418.97,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50469,2024-10-31,101,6,10088,1,1275.53,0.02,710.43,1250.02,539.59,Europe,Retail,Laptops,Ultrabook,ZenBook Pro 14
50470,2024-07-22,101,2,10588,1,1168.89,0.26,751.03,864.98,113.95,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50471,2024-06-16,302,2,10643,1,665.87,0.07,314.32,619.26,304.94,UK,Retail,Tablets,iPad,iPad Air 5
50472,2024-01-16,102,5,10442,2,1490.83,0.18,958.01,2444.96,528.94,Asia,Partner Store,Laptops,Gaming,Predator X15
50473,2024-11-20,402,1,10349,1,57.43,0.04,18.09,55.13,37.04,Europe,Online,Accessories,Tablet Accessories,TabCover Pro
50474,2024-05-19,402,7,10433,2,58.07,0.07,17.78,108.01,72.45,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50475,2024-08-18,201,3,10146,1,1149.17,0.25,660.65,861.88,201.23,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50476,2024-09-08,202,4,10593,1,1129.26,0.12,752.18,993.75,241.57,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50477,2024-04-26,101,1,10174,1,1211.3,0.09,749.79,1102.28,352.49,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50478,2024-07-01,401,3,10356,1,31.27,0.2,8.08,25.02,16.94,UK,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50479,2024-10-10,103,7,10319,1,1011.8,0.08,627.25,930.86,303.61,USA,Wholesale,Laptops,Business,ThinkPro 13
50480,2024-07-11,403,8,10124,1,131.11,0.02,44.51,128.49,83.98,Europe,Partner Store,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50481,2024-08-09,201,7,10002,1,1195.57,0.11,646.07,1064.06,417.99,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50482,2024-04-05,101,1,10308,1,1248.84,0.19,722.76,1011.56,288.8,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50483,2024-12-14,202,5,10293,1,1368.12,0.09,747.32,1244.99,497.67,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50484,2024-10-26,202,8,10443,1,1356.92,0.19,749.75,1099.11,349.36,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50485,2024-12-04,102,1,10145,1,1418.49,0.06,946.14,1333.38,387.24,Europe,Online,Laptops,Gaming,Predator X15
50486,2024-07-13,201,2,10433,1,1260.37,0.12,695.46,1109.13,413.67,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50487,2024-02-13,201,3,10602,1,1268.65,0.18,690.94,1040.29,349.35,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50488,2024-11-12,101,6,10395,1,1283.31,0.21,738.34,1013.81,275.47,Europe,Retail,Laptops,Ultrabook,ZenBook Pro 14
50489,2024-05-31,201,1,10423,1,1213.59,0.05,707.21,1152.91,445.7,Europe,Online,Smartphones,Android,Galaxy S24 Ultra
50490,2024-05-06,302,7,10120,1,590.16,0.1,330.28,531.14,200.86,USA,Wholesale,Tablets,iPad,iPad Air 5
50491,2024-12-31,401,5,10549,1,29.81,0.08,8.07,27.43,19.36,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50492,2024-02-07,101,6,10585,1,1150.24,0.19,747.1,931.69,184.59,Europe,Retail,Laptops,Ultrabook,ZenBook Pro 14
50493,2024-02-12,302,4,10035,1,568.23,0.17,311.84,471.63,159.79,USA,Wholesale,Tablets,iPad,iPad Air 5
50494,2024-05-17,102,7,10483,1,1513.54,0.23,972.18,1165.43,193.25,USA,Wholesale,Laptops,Gaming,Predator X15
50495,2024-03-19,402,4,10282,1,54.5,0.22,17.88,42.51,24.63,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50496,2024-07-13,402,7,10659,1,61.24,0.22,17.48,47.77,30.29,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50497,2024-12-30,103,7,10579,1,939.78,0.09,616.76,855.2,238.44,USA,Wholesale,Laptops,Business,ThinkPro 13
50498,2024-11-20,402,4,10460,3,64.91,0.07,17.95,181.1,127.25,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50499,2024-03-19,401,5,10027,1,31.73,0.07,7.48,29.51,22.03,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50500,2024-07-18,403,8,10656,1,148.76,0.19,44.27,120.5,76.23,Europe,Partner Store,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50501,2024-06-11,302,2,10544,1,637.49,0.16,317.48,535.49,218.01,UK,Retail,Tablets,iPad,iPad Air 5
50502,2024-07-03,403,4,10345,1,124.97,0.2,45.17,99.98,54.81,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50503,2024-02-24,101,8,10397,2,1095.54,0,802.61,2191.08,585.86,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50504,2024-02-16,401,1,10586,1,30.19,0.04,7.99,28.98,20.99,Europe,Online,Accessories,Smartphone Accessories,QuickCharge 30W
50505,2024-01-03,302,7,10299,1,602.98,0.05,296.9,572.83,275.93,USA,Wholesale,Tablets,iPad,iPad Air 5
50506,2024-06-06,301,6,10099,1,499.44,0.28,273.52,359.6,86.08,Europe,Retail,Tablets,Android Tablet,TabMaster 11
50507,2024-08-15,402,4,10395,1,60.11,0.21,17.55,47.49,29.94,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50508,2024-07-03,401,4,10058,1,31.33,0.1,8.11,28.2,20.09,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50509,2024-05-18,302,6,10081,2,583.76,0.04,323.09,1120.82,474.64,Europe,Retail,Tablets,iPad,iPad Air 5
50510,2024-02-22,202,5,10145,1,1307.18,0.16,716.75,1098.03,381.28,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50511,2024-03-08,201,5,10448,2,1124.92,0.16,682.02,1889.87,525.83,Asia,Partner Store,Smartphones,Android,Galaxy S24 Ultra
50512,2024-02-14,302,4,10149,1,611.69,0.23,336.8,471,134.2,USA,Wholesale,Tablets,iPad,iPad Air 5
50513,2024-04-05,102,2,10143,1,1462.81,0.02,895.72,1433.55,537.83,UK,Retail,Laptops,Gaming,Predator X15
50514,2024-08-08,103,4,10580,1,1016.85,0.16,625.88,854.15,228.27,USA,Wholesale,Laptops,Business,ThinkPro 13
50515,2024-08-17,302,7,10236,1,603.48,0.11,311.32,537.1,225.78,USA,Wholesale,Tablets,iPad,iPad Air 5
50516,2024-10-12,103,1,10082,1,1021.8,0.14,626.18,878.75,252.57,Europe,Online,Laptops,Business,ThinkPro 13
50517,2024-10-11,301,4,10091,1,494.38,0.16,275.4,415.28,139.88,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50518,2024-09-19,201,6,10038,1,1269.4,0.25,682.79,952.05,269.26,Europe,Retail,Smartphones,Android,Galaxy S24 Ultra
50519,2024-07-27,401,7,10659,2,27.55,0.19,8.08,44.63,28.47,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50520,2024-02-22,401,5,10296,1,30.39,0.09,8.67,27.65,18.98,Asia,Partner Store,Accessories,Smartphone Accessories,QuickCharge 30W
50521,2024-01-14,401,1,10364,2,27.15,0.04,7.74,52.13,36.65,Europe,Online,Accessories,Smartphone Accessories,QuickCharge 30W
50522,2024-02-15,301,1,10355,1,484.94,0.04,277.67,465.54,187.87,Europe,Online,Tablets,Android Tablet,TabMaster 11
50523,2024-06-30,302,5,10502,1,637.4,0.19,307.9,516.29,208.39,Asia,Partner Store,Tablets,iPad,iPad Air 5
50524,2024-10-10,302,3,10269,1,600.16,0.26,307.28,444.12,136.84,UK,Retail,Tablets,iPad,iPad Air 5
50525,2024-02-17,403,4,10547,1,138.94,0.2,45.44,111.15,65.71,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50526,2024-11-01,202,8,10041,1,1330.73,0.12,728.97,1171.04,442.07,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50527,2024-11-02,401,1,10686,1,24.49,0.02,8.46,24,15.54,Europe,Online,Accessories,Smartphone Accessories,QuickCharge 30W
50528,2024-06-15,102,2,10677,1,1523.95,0.02,921.78,1493.47,571.69,UK,Retail,Laptops,Gaming,Predator X15
50529,2024-07-16,201,4,10684,2,1179.77,0.12,684.82,2076.4,706.76,USA,Wholesale,Smartphones,Android,Galaxy S24 Ultra
50530,2024-01-07,102,6,10628,2,1413.3,0.03,927.79,2741.8,886.22,Europe,Retail,Laptops,Gaming,Predator X15
50531,2024-05-29,402,1,10152,1,58.46,0.13,17.82,50.86,33.04,Europe,Online,Accessories,Tablet Accessories,TabCover Pro
50532,2024-07-30,402,4,10024,1,51.66,0.1,18.78,46.49,27.71,USA,Wholesale,Accessories,Tablet Accessories,TabCover Pro
50533,2024-07-17,103,1,10524,2,998.47,0.05,651.53,1897.09,594.03,Europe,Online,Laptops,Business,ThinkPro 13
50534,2024-02-13,103,2,10292,1,1036.07,0.09,574.19,942.82,368.63,UK,Retail,Laptops,Business,ThinkPro 13
50535,2024-10-13,102,4,10200,1,1480.58,0.13,941.37,1288.1,346.73,USA,Wholesale,Laptops,Gaming,Predator X15
50536,2024-05-04,102,8,10370,2,1371.39,0.15,934.1,2331.36,463.16,Europe,Partner Store,Laptops,Gaming,Predator X15
50537,2024-10-19,402,3,10469,2,61.63,0.09,17.86,112.17,76.45,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50538,2024-09-23,403,6,10541,1,136.45,0.24,44.12,103.7,59.58,Europe,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50539,2024-03-27,403,3,10421,2,138.1,0.13,46.67,240.29,146.95,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50540,2024-12-16,102,8,10201,2,1529.88,0.01,939.81,3029.16,1149.54,Europe,Partner Store,Laptops,Gaming,Predator X15
50541,2024-07-13,201,2,10198,1,1257.79,0.29,679.42,893.03,213.61,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50542,2024-03-27,403,3,10314,2,131.82,0,45.64,263.64,172.36,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50543,2024-03-12,202,3,10452,2,1270.56,0.23,772.72,1956.66,411.22,UK,Retail,Smartphones,iOS,iPhone 15 Pro
50544,2024-05-17,102,5,10121,1,1504.04,0,926.02,1504.04,578.02,Asia,Partner Store,Laptops,Gaming,Predator X15
50545,2024-06-03,201,3,10396,2,1248.1,0.29,652.41,1772.3,467.48,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50546,2024-05-17,403,3,10284,1,125.82,0.29,46.27,89.33,43.06,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50547,2024-09-09,401,7,10624,2,30.78,0.08,7.94,56.64,40.76,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50548,2024-03-15,302,3,10571,1,595.93,0.03,318.67,578.05,259.38,UK,Retail,Tablets,iPad,iPad Air 5
50549,2024-02-02,302,5,10326,1,563.67,0.04,307.19,541.12,233.93,Asia,Partner Store,Tablets,iPad,iPad Air 5
50550,2024-03-26,401,1,10146,1,29.67,0.05,8.12,28.19,20.07,Europe,Online,Accessories,Smartphone Accessories,QuickCharge 30W
50551,2024-08-10,401,4,10438,1,27.58,0.18,7.87,22.62,14.75,USA,Wholesale,Accessories,Smartphone Accessories,QuickCharge 30W
50552,2024-05-21,102,8,10266,1,1474.92,0.03,966.6,1430.67,464.07,Europe,Partner Store,Laptops,Gaming,Predator X15
50553,2024-08-03,401,6,10336,1,27.19,0.14,8.42,23.38,14.96,Europe,Retail,Accessories,Smartphone Accessories,QuickCharge 30W
50554,2024-06-02,103,4,10644,1,925.24,0.21,654.24,730.94,76.7,USA,Wholesale,Laptops,Business,ThinkPro 13
50555,2024-09-04,101,1,10277,1,1268.4,0.17,710.29,1052.77,342.48,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50556,2024-02-09,403,4,10553,1,125.61,0.09,48.13,114.31,66.18,USA,Wholesale,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50557,2024-07-03,101,3,10203,2,1172.55,0.24,699.58,1782.28,383.12,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50558,2024-05-08,101,4,10653,1,1205.75,0.06,753.72,1133.4,379.68,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50559,2024-05-06,101,4,10361,1,1115.31,0.11,794.23,992.63,198.4,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50560,2024-11-16,102,1,10250,1,1417.43,0.08,922.53,1304.04,381.51,Europe,Online,Laptops,Gaming,Predator X15
50561,2024-09-10,403,6,10568,1,137.61,0.21,44.81,108.71,63.9,Europe,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50562,2024-10-31,201,2,10535,1,1208.39,0.01,675.42,1196.31,520.89,UK,Retail,Smartphones,Android,Galaxy S24 Ultra
50563,2024-11-11,103,1,10393,1,969.59,0.11,628.99,862.94,233.95,Europe,Online,Laptops,Business,ThinkPro 13
50564,2024-04-10,202,1,10603,1,1319.85,0.12,754.17,1161.47,407.3,Europe,Online,Smartphones,iOS,iPhone 15 Pro
50565,2024-08-22,102,5,10565,2,1420.04,0.01,957.3,2811.68,897.08,Asia,Partner Store,Laptops,Gaming,Predator X15
50566,2024-02-24,302,7,10699,1,594.7,0.15,316.55,505.5,188.95,USA,Wholesale,Tablets,iPad,iPad Air 5
50567,2024-03-10,103,8,10212,1,987.25,0.11,634.46,878.65,244.19,Europe,Partner Store,Laptops,Business,ThinkPro 13
50568,2024-06-04,402,5,10181,2,60.14,0.08,18.05,110.66,74.56,Asia,Partner Store,Accessories,Tablet Accessories,TabCover Pro
50569,2024-01-04,101,7,10281,1,1273.11,0.13,741.06,1107.61,366.55,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
50570,2024-07-21,103,4,10095,1,958.78,0.2,609.64,767.02,157.38,USA,Wholesale,Laptops,Business,ThinkPro 13
50571,2024-06-19,301,2,10457,2,500.79,0.12,283.22,881.39,314.95,UK,Retail,Tablets,Android Tablet,TabMaster 11
50572,2024-11-13,202,7,10290,2,1373.04,0.14,719.5,2361.63,922.63,USA,Wholesale,Smartphones,iOS,iPhone 15 Pro
50573,2024-07-13,103,7,10635,2,995.22,0.19,617.89,1612.26,376.48,USA,Wholesale,Laptops,Business,ThinkPro 13
50574,2024-06-17,302,4,10497,1,596.55,0.1,316.22,536.9,220.68,USA,Wholesale,Tablets,iPad,iPad Air 5
50575,2024-08-13,201,6,10028,2,1290.09,0.2,690.46,2064.14,683.22,Europe,Retail,Smartphones,Android,Galaxy S24 Ultra
50576,2024-06-20,101,8,10278,1,1180.04,0.19,750.48,955.83,205.35,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50577,2024-08-08,202,8,10050,2,1326.78,0.17,772.97,2202.45,656.51,Europe,Partner Store,Smartphones,iOS,iPhone 15 Pro
50578,2024-11-29,101,1,10365,2,1227.77,0.18,772.48,2013.54,468.58,Europe,Online,Laptops,Ultrabook,ZenBook Pro 14
50579,2024-10-31,401,1,10146,1,30.61,0.16,8.32,25.71,17.39,Europe,Online,Accessories,Smartphone Accessories,QuickCharge 30W
50580,2024-03-10,403,5,10301,1,133.85,0.18,42.91,109.76,66.85,Asia,Partner Store,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50581,2024-06-02,101,8,10296,2,1144.37,0.01,784.97,2265.85,695.91,Europe,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50582,2024-06-13,102,1,10394,2,1438.66,0.17,929.77,2388.18,528.64,Europe,Online,Laptops,Gaming,Predator X15
50583,2024-11-04,101,3,10298,2,1166.05,0.17,717.96,1935.64,499.72,UK,Retail,Laptops,Ultrabook,ZenBook Pro 14
50584,2024-12-21,301,5,10474,1,506.52,0.13,263.07,440.67,177.6,Asia,Partner Store,Tablets,Android Tablet,TabMaster 11
50585,2024-04-12,402,2,10088,1,63.62,0.24,18.42,48.35,29.93,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50586,2024-09-02,403,2,10186,1,123.14,0.29,46.16,87.43,41.27,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50587,2024-06-09,302,5,10123,1,615.98,0.01,325.83,609.82,283.99,Asia,Partner Store,Tablets,iPad,iPad Air 5
50588,2024-03-31,301,4,10644,1,429.65,0.15,281.45,365.2,83.75,USA,Wholesale,Tablets,Android Tablet,TabMaster 11
50589,2024-07-22,101,5,10597,1,1099.33,0.11,784.09,978.4,194.31,Asia,Partner Store,Laptops,Ultrabook,ZenBook Pro 14
50590,2024-06-12,302,1,10606,2,574.09,0.14,327.66,987.43,332.11,Europe,Online,Tablets,iPad,iPad Air 5
50591,2024-05-29,402,3,10479,1,59.16,0.3,17.81,41.41,23.6,UK,Retail,Accessories,Tablet Accessories,TabCover Pro
50592,2024-12-21,102,6,10621,1,1520.98,0.17,987.39,1262.41,275.02,Europe,Retail,Laptops,Gaming,Predator X15
50593,2024-11-20,102,1,10122,1,1541.99,0.04,950.19,1480.31,530.12,Europe,Online,Laptops,Gaming,Predator X15
50594,2024-09-08,103,8,10430,1,988.22,0.09,616.92,899.28,282.36,Europe,Partner Store,Laptops,Business,ThinkPro 13
50595,2024-10-21,301,3,10152,1,480.71,0.14,264.4,413.41,149.01,UK,Retail,Tablets,Android Tablet,TabMaster 11
50596,2024-05-04,103,7,10551,2,992.78,0.06,594.2,1866.43,678.03,USA,Wholesale,Laptops,Business,ThinkPro 13
50597,2024-06-15,403,3,10285,1,119.13,0.25,44.57,89.35,44.78,UK,Retail,Accessories,Laptop Accessories,USB-C Dock 8-in-1
50598,2024-07-11,301,2,10412,2,522.87,0.19,260.67,847.05,325.71,UK,Retail,Tablets,Android Tablet,TabMaster 11
50599,2024-05-23,102,4,10674,2,1542.44,0.09,919.26,2807.24,968.72,USA,Wholesale,Laptops,Gaming,Predator X15
50600,2024-07-20,202,5,10365,2,1386.21,0.15,728.36,2356.56,899.84,Asia,Partner Store,Smartphones,iOS,iPhone 15 Pro
50601,2024-07-05,101,4,10528,2,1157.25,0.07,727.61,2152.48,697.26,USA,Wholesale,Laptops,Ultrabook,ZenBook Pro 14
